host	n_obs_alone	n_obs_with_par	n_obs_tot	known_plant	selection_test_01	phylum	class	order	family	subfamily	tribe	genus	n_in_10_best_march_2019	n_obs_with_col_event	n_col_event
microsca_hedialis	15	14	29	0	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	NA	Microsca	NA	12	12
microsca_paullula	104	157	261	1	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	NA	Microsca	NA	62	53
microsca_polychloralis	21	8	29	0	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	NA	Microsca	NA	16	12
microthyris_alvinalis	42	5	47	18	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Microthyris	NA	33	21
microthyris_anormalis	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microthyris_anormalisdhj02	27	1	28	17	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Microthyris	NA	25	18
microthyris_prolongalis	4	46	50	1	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Microthyris	NA	2	2
microthyris_prolongalisdhj02	202	14	216	89	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Microthyris	NA	151	86
microthyris_prolongalisdhj03	44	2	46	16	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Microthyris	NA	30	15
mictochroa_poole01	12	6	18	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontiinae	NA	Mictochroa	NA	12	11
mictopsichia_janzen329	13	3	16	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Mictopsichia	NA	10	8
mictopsichia_janzen332	8	1	9	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Mictopsichia	NA	7	5
mictris_crispus	35	5	40	31	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Mictris	NA	27	27
milanion_marciana	16	32	48	13	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Milanion	NA	13	13
mimoides_branchus	55	60	115	0	n	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilioninae	NA	Mimoides	7	52	47
mimophobetron_pyropsalis	73	14	87	54	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Mimophobetron	NA	68	41
mnasicles_hicetaon	24	1	25	20	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Mnasicles	NA	23	22
mnasilus_allubita	10	2	12	9	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Mnasilus	NA	10	8
mocis_latipes	226	121	347	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Euclidiini	Mocis	NA	217	80
moeris_stroma	10	1	11	9	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Moeris	NA	9	9
molippa_nibasa	48	19	67	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Molippa	NA	45	25
molippa_simillima	12	1	13	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Molippa	NA	11	8
molippa_tusina	26	2	28	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Molippa	NA	24	20
monoloxis_flavicintalis	6	34	40	0	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	NA	Monoloxis	NA	1	1
monoloxis_flavicintalisdhj04	11	1	12	6	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	NA	Monoloxis	NA	6	6
monortha_biolep231	15	1	16	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Chlidanotinae	NA	Monortha	NA	8	7
moresa_costalisdhj01	80	4	84	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Phalerinae	NA	Moresa	NA	75	59
morpho_amathonte	34	2	36	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Morpho	NA	32	31
morpho_catalina	21	5	26	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Morpho	NA	20	16
morpho_helenor	111	88	199	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Morpho	NA	111	104
morpho_justitiae	16	11	27	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Morpho	NA	12	11
morvina_fissimacula	22	30	52	15	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Morvina	NA	20	20
morys_lydedhj01	77	5	82	58	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Morys	NA	67	63
morys_lydedhj02	97	1	98	62	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Morys	NA	78	76
morys_valerius	61	11	72	52	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Morys	NA	55	53
musobiolep01_biolep448	39	6	45	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	musoBioLep01	NA	36	14
mydromera_notochloris	25	1	26	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Mydromera	NA	17	16
mylon_lassia	31	61	92	26	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Mylon	NA	25	25
mylon_maimon	22	3	25	13	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Mylon	NA	20	20
mylon_pelopidas	28	10	38	25	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Mylon	NA	25	25
mylon_salvia	14	2	16	12	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Mylon	NA	14	12
myrmecopsis_laticinctus	2	2	4	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Myrmecopsis	NA	2	2
myrmecopsis_laticinctusdhj01	13	1	14	1	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Myrmecopsis	NA	8	7
myrmecopsis_laticinctusdhj05	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Myrmecopsis	NA	NA	NA
myrmecopsis_strigosa	4	1	5	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Myrmecopsis	NA	4	4
myscelus_belti	38	22	60	33	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Myscelus	NA	34	34
mysoria_ambigua	22	62	84	22	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Mysoria	NA	21	20
nachaba_biolep97	13	1	14	0	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	NA	Nachaba	NA	12	8
nagara_vitrea	88	18	106	0	n	Arthropoda	Insecta	Lepidoptera	Euteliidae	Stictopterinae	NA	Nagara	NA	49	32
napaea_beltiana	37	30	67	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Napaea	4	29	6
napaea_eucharila	119	110	229	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Napaea	4	92	62
napata_flaviceps	24	9	33	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Napata	NA	24	23
napata_lelex	20	5	25	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Napata	NA	18	15
naprepa_cyllota	26	1	27	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Naprepa	NA	24	19
naprepa_flexifera	127	3	130	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Naprepa	NA	111	77
narcosius_colossus	48	11	59	42	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Narcosius	4	41	39
narcosius_helen	13	1	14	10	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Narcosius	6	11	11
narcosius_samson	36	19	55	31	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Narcosius	10	31	31
nascus_broteas	62	82	144	43	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Nascus	NA	41	41
nascus_burns01	30	7	37	22	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Nascus	NA	29	27
nascus_burns02	42	24	66	34	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Nascus	NA	35	35
nascus_phintias	21	3	24	16	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Nascus	NA	17	17
nascus_solon	37	9	46	29	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Nascus	NA	34	34
natada_fusca	0	4	4	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
natada_lalogamezi	75	3	78	0	n	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	NA	Natada	NA	55	50
necyria_beltiana	15	1	16	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Necyria	NA	14	11
nemoria_adjunctaria	9	2	11	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Nemoria	NA	8	3
nemoria_janzen04	9	5	14	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Nemoria	NA	5	5
neococytius_cluentius	26	37	63	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Sphinginae	Sphingini	Neococytius	NA	26	26
neogalea_sunia	39	1	40	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Oncocnemidinae	NA	Neogalea	NA	38	25
neoilliberis_thyesta	16	2	18	0	n	Arthropoda	Insecta	Lepidoptera	Zygaenidae	Procridinae	NA	Neoilliberis	NA	16	6
neoleucinodes_janzen02	34	46	80	17	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Neoleucinodes	NA	17	10
neonerita_dorsipunctadhj02	85	4	89	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Neonerita	NA	62	53
neophaenis_respondens	16	4	20	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	Dypterygiini	Neophaenis	NA	16	12
neopreptos_marathusa	12	2	14	0	n	Arthropoda	Insecta	Lepidoptera	Eupterotidae	Eupterotinae	NA	Neopreptos	NA	9	9
neoselenia_banasa	44	7	51	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Neoselenia	NA	43	29
neotuerta_sabulosa	108	45	153	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agaristinae	NA	Neotuerta	4	108	52
neoxeniades_burns02	9	1	10	7	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Neoxeniades	NA	4	4
neoxeniades_burns03	33	1	34	26	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Neoxeniades	NA	27	27
neoxeniades_burns04	28	8	36	21	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Neoxeniades	NA	23	22
neoxeniades_luda	39	23	62	37	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Neoxeniades	NA	26	26
neoxeniades_pluviasilva	62	38	100	50	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Neoxeniades	NA	53	51
nephelistis_poole01	22	2	24	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Amphipyrinae	NA	Nephelistis	NA	22	18
nephodia_janzen01	6	24	30	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Nephodia	NA	6	3
neritos_leucoplaga	118	1	119	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Neritos	NA	118	59
nesara_casada	59	1	60	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Nesara	NA	45	42
nessaea_aglaura	16	2	18	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Nessaea	NA	8	8
neurophyseta_biolep219	19	1	20	6	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	19	12
neurophyseta_biolep226	62	10	72	1	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	41	22
neurophyseta_biolep233	28	9	37	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	27	13
neurophyseta_biolep237	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	6	4
neurophyseta_camptogrammalisdhj01	57	10	67	6	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	56	37
neurophyseta_clymenalisdhj03	29	36	65	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	20	9
neurophyseta_clymenalisdhj05	74	1	75	3	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	55	17
neurophyseta_completalis	28	14	42	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	22	6
neurophyseta_janzen229	14	28	42	8	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	NA	Neurophyseta	NA	14	7
nica_canthara	68	3	71	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Nica	NA	32	24
nicephellus_nicephorus	7	2	9	3	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Nicephellus	NA	2	2
nicetas_biolep218	41	13	54	1	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Nicetas	NA	38	24
nicetas_janzen02	1	1	2	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Nicetas	NA	1	1
nicetas_poole06	11	9	20	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Nicetas	NA	5	5
nicetas_poole08	8	1	9	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Nicetas	NA	7	3
nicetas_poole11	10	1	11	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Nicetas	NA	6	6
nicetas_poole20	362	3	365	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Nicetas	NA	249	156
niconiades_incomptus	57	37	94	33	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Niconiades	NA	38	37
nisoniades_burns02	9	1	10	8	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Nisoniades	NA	2	2
nisoniades_castolus	33	13	46	31	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Nisoniades	NA	33	33
nisoniades_godma	69	95	164	52	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Nisoniades	NA	61	58
nisoniades_rubescens	0	3	3	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noctjanzen01_janzen326	4	1	5	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	NA	NA	noctJanzen01	NA	4	2
noctuana_lactifera	2	5	7	2	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Noctuana	NA	2	2
noctuana_stator	46	5	51	39	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Noctuana	NA	37	36
norape_janzen02	15	5	20	0	n	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Trosiinae	NA	Norape	NA	15	12
norape_janzen03	65	18	83	0	n	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Trosiinae	NA	Norape	NA	62	44
nyceryx_coffaeae	42	10	52	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Nyceryx	1	40	39
nyceryx_eximia	7	1	8	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Nyceryx	NA	6	6
nyceryx_magna	25	1	26	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Nyceryx	NA	25	22
nyceryx_tacita	38	1	39	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Nyceryx	NA	36	35
nyctelius_nyctelius	12	16	28	10	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Nyctelius	NA	12	12
nycterotis_xylinoidesdhj01	53	1	54	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nycterotis	NA	16	12
nycterotis_xylinoidesdhj02	58	35	93	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nycterotis	NA	48	43
nymphidium_onaeum	31	33	64	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Nymphidium	NA	24	16
nystalea_aequipars	88	4	92	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	71	57
nystalea_collaris	13	18	31	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	NA	NA
nystalea_collarisdhj13	221	29	250	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	190	145
nystalea_collarisdhj14	14	1	15	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	8	6
nystalea_ebalea	92	83	175	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	60	45
nystalea_guzmani	12	6	18	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	6	6
nystalea_idonea	29	3	32	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	19	16
nystalea_inchoans	50	15	65	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	44	35
nystalea_joannadhj01	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	3	1
nystalea_marona	10	54	64	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	4	4
nystalea_maronadhj02	171	2	173	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	157	136
nystalea_montana	12	2	14	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	NA	NA
nystalea_montanaicg02	63	11	74	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	56	42
nystalea_multiplexicg02	74	21	95	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	70	59
nystalea_ocellata	24	65	89	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	21	20
nystalea_striata	89	2	91	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	80	75
nystalea_superciliosa	62	13	75	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	51	45
nystalea_virgula	10	2	12	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Nystalea	NA	7	6
obrima_cymbae	81	13	94	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Obrima	NA	80	36
obrima_pyraloides	59	2	61	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Obrima	NA	59	35
ocaria_ocrisia	0	3	3	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ochrodota_marina	98	1	99	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Ochrodota	NA	74	41
ochrodota_pronapidesbe03	25	3	28	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Ochrodota	NA	18	15
ocyba_calathana	16	7	23	13	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Ocyba	NA	14	14
ogdoconta_altura	0	3	3	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ogdoconta_poole02	21	40	61	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Condicinae	Condicini	Ogdoconta	NA	19	18
olceclostera_amoria	47	5	52	0	n	Arthropoda	Insecta	Lepidoptera	Apatelodidae	Apatelodinae	NA	Olceclostera	NA	46	39
olceclostera_avangareza	35	1	36	0	n	Arthropoda	Insecta	Lepidoptera	Apatelodidae	Apatelodinae	NA	Olceclostera	NA	32	28
olethreutes_brown20	12	2	14	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutinae	NA	Olethreutes	NA	11	10
olethreutes_brown22	32	11	43	4	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutinae	NA	Olethreutes	NA	29	14
olethreutes_janzen188	23	3	26	1	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutinae	NA	Olethreutes	NA	20	6
olethreutes_janzen323	18	1	19	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutinae	NA	Olethreutes	NA	13	5
omiodes_cuniculalis	363	540	903	177	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	245	116
omiodes_dapkey08	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	NA	NA
omiodes_fulvicauda	67	45	112	20	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	50	36
omiodes_grandis	19	11	30	14	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	19	8
omiodes_humeralis	9	137	146	1	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	1	2	2
omiodes_humeralisdhj07	406	4	410	194	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	10	279	191
omiodes_indicata	44	10	54	6	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	30	16
omiodes_insolutalis	20	4	24	5	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	15	10
omiodes_janzen03	90	11	101	38	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	9	56	31
omiodes_janzen05	114	47	161	21	y	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	10	47	17
omiodes_janzen06	84	3	87	28	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	10	53	35
omiodes_janzen07	4	2	6	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Omiodes	NA	2	2
omphalocera_cariosa	32	6	38	25	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleriinae	NA	Omphalocera	NA	32	29
oospila_dicraspedadhj02	12	1	13	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Oospila	NA	12	11
opharus_consimilis	50	10	60	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Opharus	NA	49	36
opharus_tricyphoides	1	1	2	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Opharus	NA	NA	NA
ophitis_elgivadhj02	31	2	33	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Ophitis	NA	26	23
opisthoxia_amabilis	8	1	9	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Opisthoxia	NA	NA	NA
opisthoxia_bella	20	3	23	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Opisthoxia	NA	17	14
opisthoxia_molpadia	85	2	87	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Opisthoxia	NA	75	56
opisthoxia_uncinata	55	10	65	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Opisthoxia	NA	43	35
opsiphanes_bogotanus	26	28	54	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	NA	24	22
opsiphanes_fabricii	281	79	360	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	NA	269	224
opsiphanes_invirae	20	3	23	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	NA	13	4
opsiphanes_jacobsorum	24	1	25	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	NA	15	13
opsiphanes_quiteria	84	113	197	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	10	75	63
opsiphanes_tamarindi	81	117	198	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	10	74	60
opsiphanes_zelotes	17	3	20	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Opsiphanes	NA	14	12
oraesia_excitans	29	6	35	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Oraesia	NA	21	20
oraesia_nobilis	28	2	30	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Oraesia	NA	28	22
oraesia_serpens	69	58	127	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Oraesia	NA	64	38
orgyia_povera	36	17	53	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Lymantriinae	NA	Orgyia	NA	31	15
oricia_truncata	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Oricia	NA	1	1
ormetica_ataenia	134	8	142	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Ormetica	NA	133	87
ormetica_sicilia	55	15	70	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Ormetica	NA	47	36
orodesma_pulverosa	46	45	91	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Melipotini	Orodesma	NA	45	24
oroscopa_poole02	3	1	4	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Oroscopa	NA	2	2
orses_cynisca	43	137	180	37	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Orses	NA	42	42
orthocomotis_nitida	0	2	2	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oryba_achemenides	41	2	43	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Oryba	NA	40	24
oryba_kadeni	34	14	48	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Oryba	NA	32	30
